date,EUR_TRY,GBP_TRY,USD_TRY,RUB_TRY,TR_TUFE,DE_TUFE,GB_TUFE,US_TUFE,RU_TUFE,trends_DE_Türkei_Urlaub,trends_DE_Antalya_Hotel,trends_GB_Turkey_holiday,trends_GB_Antalya_hotel,trends_SA_السياحة_في_تركيا,trends_AE_سياحة_تركيا,trends_RU_Турция_отдых,trends_RU_Анталья_отель,arrivals_total,real_EUR_TRY,real_GBP_TRY,real_USD_TRY,real_RUB_TRY,covid,russia_war,mideast,war_pulse,mideast_pulse,covid_crash_pulse,covid_rebound_pulse
2022-06-01,17.95923636,20.91035909,16.96471818,0.29588682,977.9,89.55,120.5,294.957,,88.0,39.0,84.0,54.0,18.0,15.0,24.0,2.0,5564818.0,187.39598365767156,161.89272071882428,207.098918451978,,0,1,0,1,0,0,0
2022-07-01,17.77287778,20.84315556,17.38741667,0.29862333,1001.03,90.18,121.2,294.913,,74.0,31.0,74.0,45.0,23.0,19.0,21.0,2.0,7720692.0,182.44088095173797,158.55948500777487,207.32363065946404,,0,1,0,1,0,0,0
2022-08-01,18.25220909,21.60702273,17.99495,0.295855,1015.65,90.6,121.8,295.097,,67.0,29.0,64.0,52.0,18.0,0.0,17.0,2.0,7002222.0,185.524311471183,162.8063629019096,211.61102260534207,,0,1,0,1,0,0,0
2022-09-01,18.12869545,20.72597273,18.28147727,0.30365909,1046.89,92.6,122.3,296.349,,50.0,19.0,52.0,34.0,6.0,0.0,9.0,1.0,5993367.0,182.71649549962473,152.12954209355772,209.45012388999055,,0,1,0,1,0,0,0
2022-10-01,18.24976667,20.88761429,18.56461429,0.30134857,1084.0,93.65,124.3,298.007,,39.0,14.0,40.0,24.0,4.0,0.0,5.0,1.0,5373120.0,179.65407980737376,150.48870870719557,206.56181162000019,,0,1,0,1,0,0,0
2022-11-01,18.92045455,21.74783182,18.59089545,0.30346773,1115.26,93.64,124.8,298.786,,24.0,8.0,25.0,15.0,3.0,0.0,5.0,1.0,2954360.0,181.0164790607298,152.90710124110473,201.58181294459987,,0,1,0,1,0,0,0
2022-12-01,19.70469091,22.64527727,18.63696818,0.28331636,1128.45,92.48,125.3,298.832,,26.0,8.0,27.0,14.0,8.0,0.0,4.0,1.0,2813134.0,184.00786887717535,157.98637078008528,199.75008111784513,,0,1,0,1,0,0,0
2023-01-01,20.19571364,22.85555455,18.75757273,0.26758364,1203.48,92.98,124.8,300.42,,61.0,17.0,64.0,32.0,5.0,0.0,8.0,1.0,2635844.0,177.79155853546195,148.91577332692844,189.51060738453782,,0,1,0,1,0,0,0
2023-02-01,20.193965,22.748675,18.82331,0.2564895,1241.33,93.87,126.0,301.45,,36.0,10.0,47.0,22.0,6.0,0.0,6.0,1.0,2303997.0,174.00528298303786,145.08169803998192,185.00818882542723,,0,1,0,0,0,0,0
2023-03-01,20.28885217,22.96433478,18.9693087,0.24784174,1269.75,94.81,126.8,301.821,,32.0,13.0,35.0,24.0,3.0,0.0,7.0,1.0,2831582.0,172.62141460967788,144.08810561836086,182.4944479512571,,0,1,0,0,0,0,0
2023-04-01,21.14891053,23.97620526,19.30225263,0.23712263,1300.04,95.34,128.3,302.845,,43.0,19.0,52.0,40.0,7.0,0.0,9.0,2.0,3900511.0,176.72895153007846,148.67009513157026,181.98626351681952,,0,1,0,0,0,0,0
2023-05-01,21.42548095,24.53802857,19.68404762,0.24763238,1300.6,95.21,129.1,303.334,,57.0,27.0,63.0,44.0,12.0,9.0,14.0,2.0,5011439.0,178.71897437755916,153.0366288760284,185.80554456985087,,0,1,0,0,0,0,0
2023-06-01,24.94428421,29.02302105,23.06448947,0.27658789,1351.59,95.59,129.4,304.014,,67.0,33.0,64.0,50.0,18.0,10.0,12.0,2.0,6262029.0,201.02024884323532,174.5842868684234,209.97103051456043,,0,1,0,0,0,0,0
2023-07-01,29.20408571,33.96104762,26.4227381,0.29114476,1479.84,96.05,129.0,304.609,,70.0,33.0,63.0,48.0,19.0,0.0,12.0,2.0,8295907.0,215.98693913628688,186.0069865722864,220.12669289425736,,0,1,0,0,0,0,0
2023-08-01,29.4287,34.21507727,26.95057727,0.28148045,1614.31,96.4,129.4,306.082,,63.0,28.0,55.0,44.0,8.0,0.0,9.0,2.0,7487805.0,200.24535144430791,172.32095563817904,206.81681492241069,,0,1,0,0,0,0,0
2023-09-01,28.82047143,33.40775714,26.94091905,0.27747333,1691.04,96.54,130.1,307.276,,52.0,19.0,45.0,34.0,0.0,0.0,5.0,2.0,6500955.0,187.48035312197266,161.4893795226574,198.1317553499221,,0,1,0,0,0,0,0
2023-10-01,29.35675,33.77461364,27.79603182,0.284815,1749.11,96.4,130.2,307.696,,37.0,14.0,33.0,23.0,3.0,0.0,4.0,1.0,5481200.0,184.3610419802349,157.96376673376608,197.90394342699645,,0,1,1,0,1,0,0
2023-11-01,30.84694545,35.35689545,28.58558636,0.31429409,1806.5,95.75,130.0,308.148,,24.0,8.0,20.0,15.0,0.0,0.0,3.0,1.0,3001137.0,186.30059872688858,159.86476026702303,197.34921924793557,,0,1,1,0,1,0,0
2023-12-01,31.65784286,36.66204286,29.0225619,0.31759286,1859.38,95.94,130.5,308.741,,23.0,9.0,24.0,15.0,3.0,0.0,2.0,1.0,2981431.0,186.12904384499066,161.67104564507719,195.0423035027141,,0,1,1,0,1,0,0
2024-01-01,32.75426818,38.05379545,29.9997,0.33423045,1984.02,95.8,130.0,309.698,,43.0,14.0,46.0,31.0,4.0,0.0,6.0,1.0,2797318.0,180.21404398086437,156.6637493072907,189.52922502026306,,0,1,1,0,1,0,0
2024-02-01,33.13708095,38.71852381,30.70415238,0.33324524,2073.88,96.42,130.8,310.967,,29.0,14.0,37.0,29.0,5.0,0.0,6.0,2.0,2882280.0,175.5492671894926,153.43206904134058,186.33511824024922,,0,1,1,0,1,0,0
2024-03-01,34.71372857,40.51578571,31.92921905,0.34630143,2139.47,97.04,131.6,312.345,,30.0,15.0,42.0,35.0,4.0,0.0,6.0,1.0,3388117.0,179.41019512113093,156.58392808802404,188.66162615405665,,0,1,1,0,1,0,0
2024-04-01,34.63321111,40.36856667,32.27132778,0.345525,2207.5,97.62,132.2,313.023,,33.0,18.0,52.0,42.0,5.0,0.0,6.0,1.0,4340563.0,174.51474205585825,151.8963375525375,185.20780798495292,,0,1,1,0,1,0,0
2024-05-01,34.78243182,40.57857727,32.18989545,0.35217273,2281.85,97.83,132.7,313.175,,38.0,23.0,57.0,45.0,7.0,0.0,8.0,3.0,5894651.0,169.92065452349416,148.27020117554196,178.8078083756704,,0,1,1,0,1,0,0
2024-06-01,34.98173529,41.22525882,32.46274706,0.36641647,2319.29,98.03,133.0,313.044,,41.0,24.0,58.0,49.0,8.0,0.0,10.0,2.0,6833835.0,168.47930593029392,148.53650687819845,177.33829012114185,,0,1,1,0,1,0,0
2024-07-01,35.57654091,42.09440455,32.83532727,0.37472364,2394.1,98.52,132.9,313.569,,49.0,27.0,58.0,47.0,10.0,0.0,10.0,3.0,8428721.0,166.81961113756861,146.81833507895035,174.06004989517382,,0,1,1,0,1,0,0
2024-08-01,36.90665714,43.24031429,33.56078095,0.37525476,2453.34,98.42,133.4,314.062,,39.0,23.0,53.0,45.0,4.0,0.0,7.0,3.0,7744695.0,168.70641611034225,147.72709639647695,173.8828022342997,,0,1,1,0,1,0,0
2024-09-01,37.71517619,44.78188571,33.96927143,0.37022429,2526.16,98.34,133.5,314.732,,33.0,16.0,42.0,35.0,4.0,0.0,5.0,2.0,6871048.0,167.29646300932365,148.6948814027164,171.29046950199748,,0,1,1,0,1,0,0
2024-10-01,37.33355455,44.62622727,34.17101818,0.35380455,2598.91,98.68,134.3,315.631,,29.0,12.0,30.0,22.0,0.0,0.0,3.0,1.0,6258304.0,161.52453906621042,144.89325716152214,167.96285599383617,,0,1,1,0,0,0,0
2024-11-01,36.57262857,43.77017619,34.36471429,0.34115381,2657.23,98.06,134.6,316.528,,17.0,6.0,18.0,14.0,0.0,0.0,4.0,1.0,3431939.0,153.7871985461577,139.30523516344513,165.67716110639097,,0,1,1,0,0,0,0
2024-12-01,36.57701364,44.08464545,34.90382273,0.33788727,2684.55,98.66,135.1,317.604,,17.0,7.0,20.0,14.0,0.0,0.0,2.0,0.0,3398419.0,153.171909567717,139.39411349266547,167.12998747296007,,0,1,1,0,0,0,0
2025-01-01,36.71676818,43.71945,35.45595909,0.34438909,2819.65,98.47,135.1,318.961,,27.0,10.0,42.0,26.0,0.0,0.0,6.0,1.0,2949849.0,146.10815297634403,131.61581144626558,162.32990659302763,,0,1,1,0,0,0,0
2025-02-01,37.58107,45.13024,36.09402,0.387742,2883.75,98.95,135.6,319.679,,23.0,10.0,33.0,25.0,0.0,0.0,4.0,1.0,2898662.0,146.93613111551966,133.3346284635387,161.94169298376323,,0,1,1,0,0,0,0
2025-03-01,39.870595,47.56561,36.970675,0.4272965,2954.69,99.32,136.1,319.785,,28.0,11.0,38.0,27.0,0.0,0.0,5.0,2.0,2995027.0,152.7139722651888,137.66150194423713,161.94608974858915,,0,1,1,0,0,0,0
2025-04-01,42.645005,49.864555,38.021785,0.4539975,3043.23,99.8,,320.302,,26.0,15.0,45.0,33.0,6.0,0.0,8.0,2.0,4788273.0,159.35481954188938,,161.96616371062098,,0,1,1,0,0,0,0
2025-05-01,43.656515,51.60913,38.685355,0.4766225,3089.74,99.88,,320.62,,30.0,17.0,52.0,36.0,3.0,0.0,7.0,2.0,5922576.0,160.80773349586553,,162.4733671787451,,0,1,1,0,0,0,0
2025-06-01,45.26236316,53.17913684,39.33922632,0.49741421,3132.17,99.97,,321.435,,36.0,22.0,49.0,36.0,0.0,0.0,9.0,3.0,6834444.0,164.61251862539848,,163.3956810419813,,0,1,1,0,0,0,0
2025-07-01,46.91346818,54.18573182,40.10610455,0.50595091,3196.66,100.35,,322.169,,39.0,25.0,48.0,39.0,7.0,0.0,10.0,4.0,8416629.0,167.81073470676412,,163.5929952414488,,0,1,1,0,0,0,0
2025-08-01,47.33145238,54.61192381,40.72830952,0.50565286,3261.72,100.42,,323.291,,40.0,24.0,46.0,39.0,0.0,0.0,9.0,3.0,8136184.0,166.04455552795108,,163.38427020192182,,0,1,1,0,0,0,0
2025-09-01,48.35282273,55.57434545,41.21921364,0.49560591,3367.22,100.65,,324.245,,32.0,17.0,32.0,31.0,0.0,0.0,6.0,3.0,7050876.0,164.68930153573936,,160.64544571132672,,0,1,1,0,0,0,0
2025-10-01,48.60069091,55.72175909,41.73025,0.51244727,3453.09,100.95,,,,28.0,13.0,27.0,23.0,0.0,0.0,7.0,2.0,6562767.0,161.89824359168935,,,,0,1,1,0,0,0,0
2025-11-01,48.74414,55.268365,42.17916,0.5218915,3482.96,100.56,,325.063,,43.0,10.0,23.0,20.0,0.0,0.0,9.0,1.0,,160.36162879679992,,159.32498962098646,,0,1,1,0,0,0,0
2025-12-01,49.84766957,56.86479565,42.58609565,0.5405987,3513.87,100.67,,326.031,,15.0,10.0,30.0,16.0,0.0,0.0,5.0,1.0,,162.7273328407906,,159.92190376354665,,0,1,1,0,0,0,0
2026-01-01,50.56317619,58.13269048,43.11246667,0.54791,,100.56,,326.588,,23.0,12.0,43.0,30.0,0.0,0.0,8.0,1.0,,,,,,0,1,1,0,0,0,0
2026-02-01,51.582955,59.185355,43.585695,0.564014,,100.94,,327.46,,23.0,14.0,40.0,30.0,0.0,0.0,9.0,2.0,,,,,,0,1,1,0,0,0,0
2026-03-01,51.02170952,58.74918571,44.07372857,0.54759,,102.1,,330.293,,29.0,14.0,55.0,27.0,0.0,0.0,8.0,2.0,,,,,,0,1,1,0,0,0,0
2026-04-01,52.14538571,59.83340952,44.64974762,0.57590238,,102.66,,332.407,,24.0,17.0,45.0,36.0,0.0,0.0,10.0,1.0,,,,,,0,1,1,0,0,0,0
2026-05-01,52.97251875,61.0854625,45.31505,0.61273563,,102.54,,333.979,,28.0,22.0,53.0,43.0,0.0,0.0,12.0,3.0,,,,,,0,1,1,0,0,0,0
2026-06-01,53.19268636,61.46687727,46.13531364,0.62342455,,102.32,,332.568,,28.0,27.0,51.0,50.0,0.0,0.0,14.0,3.0,,,,,,0,1,1,0,0,0,0
